account,Parent_ID,signal_type,account_vertical,summary,why_it_matters,event_date,source_url,ingested_at
OHIO STATE UNIVERSITY,001UR00000nP1CTYA0,ai_summary,Education & Research,"Ohio State University is significantly expanding its research and clinical capabilities. Dr. Qing Lin secured a $1.2M NIH grant for skin scarring research, directly increasing demand for specialized lab supplies. The $183M Wexner Medical Center Outpatient Care Powell is also nearing completion, creating new opportunities for diagnostic and treatment lab equipment. These expansions present strong sales opportunities, outweighing minor program closures.",,2026-05-30,,2026-05-30 11:45:33
TEMPLE UNIVERSITY,001UR00000nP1BdYAK,Contract,Education & Research,"A statewide contract for Medical and Laboratory Supplies and Equipment, Award 23154, was updated on May 22, 2026, and is set to expire on July 17, 2026. This contract is available for use by all state agencies and political subdivisions.","The upcoming expiration of this statewide contract for medical and laboratory supplies and equipment presents an opportunity for Thomas Scientific to engage with Temple University, a likely user of such contracts, for potential new bids or renewals.",2026-05-22,https://ogs.ny.gov/contract-award-23154,2026-05-30 11:58:59
TEMPLE UNIVERSITY,001UR00000nP1BdYAK,Project,Education & Research,"Temple University's Lewis Katz School of Medicine and AtlantiCare have formalized an agreement to establish a new regional medical school campus in Atlantic City, New Jersey, expected to open in August 2029. This partnership aims to address physician shortages in South Jersey and foster collaboration on new research and educational initiatives.","The launch of a new medical school campus will create significant demand for a wide array of lab supplies, reagents, consumables, and scientific equipment for both educational and research laboratories.",2026-04-30,https://now.temple.edu/news/2026-04-30/temple-atlanticare-formalize-agreement-establish-new-medical-school-campus,2026-05-30 11:58:59
TEMPLE UNIVERSITY,001UR00000nP1BdYAK,ai_summary,Education & Research,"Temple University's statewide lab supply contract expires July 2026, presenting an immediate sales opportunity for renewal or new procurement. Concurrently, their new medical school campus in Atlantic City, opening August 2029, signals significant future demand for lab equipment and supplies. Sales teams should engage now to understand upcoming contract needs and position themselves for the substantial outfitting requirements of the expanding medical school.",,2026-05-30,,2026-05-30 11:58:59
CINCINNATI ZOO,001G000001gYYJxIAO,Expansion,Education & Research,"United Foods International (UFI) celebrated the grand opening of its new 126,000-square-foot manufacturing facility in Phoenix, Arizona, which is expected to employ up to 100 people and double its liquid production capacity.","A new food ingredient manufacturing facility will require laboratory equipment for quality control, process development, and product testing.",2026-05-07,https://www.azcommerce.com/news-events/news/2026/5/united-foods-international/,2026-05-30 11:21:29
CINCINNATI ZOO,001G000001gYYJxIAO,ai_summary,Education & Research,"United Foods International's expansion, doubling liquid production capacity, signals potential growth or new research avenues for Cincinnati Zoo's Education_Research department. This could lead to increased demand for lab supplies related to animal nutrition, food safety, or environmental studies. A lab supply sales team should proactively engage to understand emerging research needs and secure new equipment opportunities.",,2026-05-30,,2026-05-30 11:21:29
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"Arizona State University has been awarded a federal contract from the Department of Defense to offer a new Master of Arts in War and Strategy program, training military officers and government civilians in national security efforts.","This new master's program will require ongoing supplies for educational materials, potentially specialized software, and administrative support for a new cohort of high-level military and government students.",2026-04-30,https://news.asu.edu/20260430-local-national-and-global-affairs-arizona-state-university-wins-federal-contract-masters-degree-war-strategy,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"The Southwest Advanced Prototyping (SWAP) Hub, led by Arizona State University, has been awarded $36.3 million in Year 2 funding from the Department of War under the CHIPS and Science Act for microelectronics projects, with ASU receiving approximately $34 million.","Significant funding for microelectronics research indicates a strong demand for specialized lab equipment, materials, and consumables essential for advanced prototyping and semiconductor development.",2026-04-29,https://www.semiconductor-digest.com/asu-led-southwest-advanced-prototyping-hub-awarded-36-3m-for-second-year-of-funding-for-microelectronics-projects/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"An Arizona State University research team, including Nicole Roberts and Ming Zhao, received a grant to develop AI tools for edge devices to improve healthcare outcomes for aging Veterans, focusing on combating loneliness and social isolation through the 'EdgeCare' project.","The development of AI tools for healthcare will necessitate computing resources, specialized software, and potentially sensors or other edge devices for research and prototyping phases.",2026-05-06,https://azpbs.org/horizon/2026/05/asu-builds-new-tools-to-help-veterans-combat-loneliness-social-isolation/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"The Department of Defense increased funding for the Purdue University-led Scalable Asymmetric Lifecycle Engagement (SCALE) consortium to over $100 million for microelectronics workforce development, with Arizona State University listed as one of the 35 partner universities.","ASU's involvement in this large DoD-funded microelectronics workforce program suggests an increased demand for training equipment, lab supplies, and educational materials in semiconductor and AI-enabled systems.",2026-05-08,https://www.manufacturingdive.com/news/defense-purdue-scale-microelectronics-workforce-program-contract/819553/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"Rakibul Hasan, an assistant professor of computer science and engineering at Arizona State University, received a 2026 National Science Foundation (NSF) Faculty Early Career Development Program (CAREER) Award to develop new methods for safeguarding sensitive data.","This prestigious award indicates new research in data privacy and cybersecurity, which will require computing infrastructure, specialized software, and potentially data storage solutions.",2026-05-22,https://news.asu.edu/b/20260522-fight-protect-student-data-age-ai,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Grant,Education & Research,"The NSF APPEX Center (Center for Analysis and Prediction of Pandemic Expansion) at Arizona State University officially relaunched, signifying continued National Science Foundation funding and activity in pandemic science research.","Ongoing NSF funding for a pandemic science center suggests a continuous need for biological reagents, lab consumables, and potentially specialized equipment for infectious disease research and modeling.",2026-05-12,https://appex.org/news/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Faculty Hire,Education & Research,"Dr. Christina Flynn has been appointed as the research director for the newly launched CLIA-certified Autism Diagnostics Laboratory and a senior research scientist for Gut Brain Axis Therapeutics at Arizona State University, following her doctoral studies in chemical engineering through the Ira A. Fulton Schools of Engineering at ASU.",New hires need to outfit labs with supplies and equipment.,2026-05-27,https://neurosciencenews.com/urine-test-microbial-metabolites-autism-30773/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Expansion,Education & Research,"Arizona State University broke ground on its new 175,000-square-foot, five-story Health Headquarters building in downtown Phoenix, which will house its new medical and engineering school, clinical space, a simulation center, and various labs.","This new facility will require a wide range of lab supplies, reagents, consumables, and scientific equipment for its medical and engineering research, clinical skills training, and simulation centers.",2026-05-10,https://aztechcouncil.org/asu-breaks-ground-on-downtown-phoenix-health-headquarters/,2026-05-30 11:16:04
ARIZONA STATE UNIVERSITY,0011M00002FBO1dQAH,Expansion,Education & Research,"Arizona State University (ASU) intends to expand its existing direct air capture testbed to include a world-class team of experts and facilities for evaluating direct air capture systems, biomass carbon dioxide removal, and marine carbon dioxide removal pathways, with a total project value of over $8.6 million.","The expansion of this testbed facility will create new demand for specialized lab supplies, reagents, and scientific equipment for carbon capture, biomass processing, and marine carbon dioxide removal research.",2026-05-22,https://www.energy.gov/fossil/articles/project-selections-foa-3082-carbon-negative-shot-pilots,2026-05-30 11:16:04
